ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
9385,Mobile Devices,iPhone not charging - Variant 22,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,37 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9386,Mobile Devices,iPhone not charging - Variant 27,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,22 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9387,Mobile Devices,iPhone not charging - Variant 8,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,39 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9388,Mobile Devices,iPhone not charging - Variant 29,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,40 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9389,Mobile Devices,iPhone not charging - Variant 3,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,41 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9390,Mobile Devices,iPhone not charging - Variant 41,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,37 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9391,Mobile Devices,iPhone not charging - Variant 6,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,30 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9392,Mobile Devices,iPhone not charging - Variant 13,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,46 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9393,Mobile Devices,iPhone not charging - Variant 29,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,9 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9394,Mobile Devices,iPhone not charging - Variant 3,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,34 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9395,Mobile Devices,iPhone not charging - Variant 7,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,11 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9396,Mobile Devices,iPhone not charging - Variant 24,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,17 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9397,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,10 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9398,Mobile Devices,iPhone not charging - Variant 12,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,34 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9399,Mobile Devices,iPhone not charging - Variant 7,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,32 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9400,Mobile Devices,iPhone not charging - Variant 23,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,23 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9401,Mobile Devices,iPhone not charging - Variant 34,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,34 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9402,Mobile Devices,iPhone not charging - Variant 15,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,38 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9403,Mobile Devices,iPhone not charging - Variant 2,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,15 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9404,Mobile Devices,iPhone not charging - Variant 13,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,47 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9405,Mobile Devices,iPhone not charging - Variant 21,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,47 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9406,Mobile Devices,iPhone not charging - Variant 9,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,18 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9407,Mobile Devices,iPhone not charging - Variant 41,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,43 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9408,Mobile Devices,iPhone not charging - Variant 2,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,28 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9409,Mobile Devices,iPhone not charging - Variant 7,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,46 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9410,Mobile Devices,iPhone not charging - Variant 36,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,14 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9411,Mobile Devices,iPhone not charging - Variant 49,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,22 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9412,Mobile Devices,iPhone not charging - Variant 17,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,21 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9413,Mobile Devices,iPhone not charging - Variant 11,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,8 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9414,Mobile Devices,iPhone not charging - Variant 17,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,45 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9415,Mobile Devices,iPhone not charging - Variant 26,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,5 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9416,Mobile Devices,iPhone not charging - Variant 3,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,23 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9417,Mobile Devices,iPhone not charging - Variant 35,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,5 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9418,Mobile Devices,iPhone not charging - Variant 15,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,24 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9419,Mobile Devices,iPhone not charging - Variant 13,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,13 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9420,Mobile Devices,iPhone not charging - Variant 23,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,11 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9421,Mobile Devices,iPhone not charging - Variant 11,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,20 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9422,Mobile Devices,iPhone not charging - Variant 17,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,7 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9423,Mobile Devices,iPhone not charging - Variant 17,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,24 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9424,Mobile Devices,iPhone not charging - Variant 19,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,9 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9425,Mobile Devices,iPhone not charging - Variant 28,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,17 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9426,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,2 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9427,Mobile Devices,iPhone not charging - Variant 50,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,10 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9428,Mobile Devices,iPhone not charging - Variant 19,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,23 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9429,Mobile Devices,iPhone not charging - Variant 2,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,41 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9430,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,25 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9431,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,34 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9432,Mobile Devices,iPhone not charging - Variant 47,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,24 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9433,Mobile Devices,iPhone not charging - Variant 39,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,48 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9434,Mobile Devices,iPhone not charging - Variant 38,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,44 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9435,Mobile Devices,iPhone not charging - Variant 36,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,1 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9436,Mobile Devices,iPhone not charging - Variant 30,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,44 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9437,Mobile Devices,iPhone not charging - Variant 34,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,32 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9438,Mobile Devices,iPhone not charging - Variant 7,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,13 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9439,Mobile Devices,iPhone not charging - Variant 22,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,33 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9440,Mobile Devices,iPhone not charging - Variant 43,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,7 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9441,Mobile Devices,iPhone not charging - Variant 44,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,15 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9442,Mobile Devices,iPhone not charging - Variant 28,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,10 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
